epi_date_v2,cases,7-day average,cumulative cases,asof,cumulative_sum
5/10/2022,1,0.0,1,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1
5/11/2022,2,0.0,3,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,3
5/12/2022,2,0.0,5,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,5
5/13/2022,0,0.0,5,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,5
5/14/2022,0,0.0,5,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,5
5/15/2022,1,0.0,6,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,6
5/16/2022,6,1.714285714,12,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,12
5/17/2022,3,2.0,15,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,15
5/18/2022,2,2.0,17,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,17
5/19/2022,3,2.142857143,20,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,20
5/20/2022,0,2.142857143,20,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,20
5/21/2022,1,2.285714286,21,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,21
5/22/2022,1,2.285714286,22,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,22
5/23/2022,3,1.857142857,25,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25
5/24/2022,4,2.0,29,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29
5/25/2022,4,2.285714286,33,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,33
5/26/2022,2,2.142857143,35,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,35
5/27/2022,5,2.857142857,40,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,40
5/28/2022,0,2.714285714,40,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,40
5/29/2022,6,3.428571429,46,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,46
5/30/2022,5,3.714285714,51,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,51
5/31/2022,6,4.0,57,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,57
6/1/2022,11,5.0,68,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,68
6/2/2022,12,6.428571429,80,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,80
6/3/2022,6,6.571428571,86,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,86
6/4/2022,4,7.142857143,90,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,90
6/5/2022,5,7.0,95,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,95
6/6/2022,22,9.428571429,117,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,117
6/7/2022,19,11.28571429,136,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,136
6/8/2022,12,11.42857143,148,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,148
6/9/2022,6,10.57142857,154,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,154
6/10/2022,23,13.0,177,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,177
6/11/2022,11,14.0,188,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,188
6/12/2022,26,17.0,214,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,214
6/13/2022,23,17.14285714,237,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,237
6/14/2022,26,18.14285714,263,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,263
6/15/2022,35,21.42857143,298,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,298
6/16/2022,25,24.14285714,323,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,323
6/17/2022,31,25.28571429,354,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,354
6/18/2022,25,27.28571429,379,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,379
6/19/2022,36,28.71428571,415,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,415
6/20/2022,39,31.0,454,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,454
6/21/2022,42,33.28571429,496,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,496
6/22/2022,62,37.14285714,558,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,558
6/23/2022,56,41.57142857,614,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,614
6/24/2022,48,44.0,662,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,662
6/25/2022,54,48.14285714,716,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,716
6/26/2022,64,52.14285714,780,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,780
6/27/2022,93,59.85714286,873,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,873
6/28/2022,88,66.42857143,961,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,961
6/29/2022,76,68.42857143,1037,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1037
6/30/2022,112,76.42857143,1149,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1149
7/1/2022,136,89.0,1285,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1285
7/2/2022,120,98.42857143,1405,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1405
7/3/2022,125,107.1428571,1530,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1530
7/4/2022,157,116.2857143,1687,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1687
7/5/2022,185,130.1428571,1872,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,1872
7/6/2022,169,143.4285714,2041,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2041
7/7/2022,182,153.4285714,2223,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2223
7/8/2022,243,168.7142857,2466,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2466
7/9/2022,189,178.5714286,2655,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2655
7/10/2022,212,191.0,2867,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2867
7/11/2022,347,218.1428571,3214,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,3214
7/12/2022,228,224.2857143,3442,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,3442
7/13/2022,267,238.2857143,3709,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,3709
7/14/2022,293,254.1428571,4002,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,4002
7/15/2022,347,269.0,4349,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,4349
7/16/2022,253,278.1428571,4602,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,4602
7/17/2022,242,282.4285714,4844,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,4844
7/18/2022,385,287.8571429,5229,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,5229
7/19/2022,326,301.8571429,5555,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,5555
7/20/2022,355,314.4285714,5910,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,5910
7/21/2022,335,320.4285714,6245,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,6245
7/22/2022,363,322.7142857,6608,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,6608
7/23/2022,298,329.1428571,6906,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,6906
7/24/2022,306,338.2857143,7212,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,7212
7/25/2022,525,358.2857143,7737,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,7737
7/26/2022,402,369.1428571,8139,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,8139
7/27/2022,460,384.1428571,8599,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,8599
7/28/2022,427,397.2857143,9026,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,9026
7/29/2022,458,410.8571429,9484,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,9484
7/30/2022,367,420.7142857,9851,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,9851
7/31/2022,348,426.7142857,10199,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,10199
8/1/2022,635,442.4285714,10834,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,10834
8/2/2022,479,453.4285714,11313,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,11313
8/3/2022,460,453.4285714,11773,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,11773
8/4/2022,450,456.7142857,12223,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,12223
8/5/2022,494,461.8571429,12717,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,12717
8/6/2022,371,462.4285714,13088,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,13088
8/7/2022,320,458.4285714,13408,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,13408
8/8/2022,524,442.5714286,13932,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,13932
8/9/2022,429,435.4285714,14361,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,14361
8/10/2022,487,439.2857143,14848,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,14848
8/11/2022,416,434.4285714,15264,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,15264
8/12/2022,423,424.2857143,15687,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,15687
8/13/2022,353,421.7142857,16040,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,16040
8/14/2022,303,419.2857143,16343,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,16343
8/15/2022,502,416.1428571,16845,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,16845
8/16/2022,345,404.1428571,17190,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,17190
8/17/2022,348,384.2857143,17538,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,17538
8/18/2022,385,379.8571429,17923,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,17923
8/19/2022,412,378.2857143,18335,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,18335
8/20/2022,328,374.7142857,18663,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,18663
8/21/2022,268,369.7142857,18931,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,18931
8/22/2022,383,352.7142857,19314,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,19314
8/23/2022,376,357.1428571,19690,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,19690
8/24/2022,314,352.2857143,20004,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,20004
8/25/2022,314,342.1428571,20318,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,20318
8/26/2022,333,330.8571429,20651,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,20651
8/27/2022,226,316.2857143,20877,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,20877
8/28/2022,224,310.0,21101,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,21101
8/29/2022,321,301.1428571,21422,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,21422
8/30/2022,280,287.4285714,21702,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,21702
8/31/2022,236,276.2857143,21938,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,21938
9/1/2022,338,279.7142857,22276,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,22276
9/2/2022,291,273.7142857,22567,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,22567
9/3/2022,189,268.4285714,22756,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,22756
9/4/2022,150,257.8571429,22906,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,22906
9/5/2022,225,244.1428571,23131,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,23131
9/6/2022,290,245.5714286,23421,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,23421
9/7/2022,238,245.8571429,23659,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,23659
9/8/2022,225,229.7142857,23884,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,23884
9/9/2022,220,219.5714286,24104,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,24104
9/10/2022,160,215.4285714,24264,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,24264
9/11/2022,100,208.2857143,24364,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,24364
9/12/2022,243,210.8571429,24607,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,24607
9/13/2022,198,197.7142857,24805,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,24805
9/14/2022,172,188.2857143,24977,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,24977
9/15/2022,188,183.0,25165,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25165
9/16/2022,180,177.2857143,25345,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25345
9/17/2022,134,173.5714286,25479,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25479
9/18/2022,118,176.1428571,25597,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25597
9/19/2022,146,162.2857143,25743,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25743
9/20/2022,180,159.7142857,25923,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,25923
9/21/2022,152,156.8571429,26075,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26075
9/22/2022,151,151.5714286,26226,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26226
9/23/2022,137,145.4285714,26363,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26363
9/24/2022,82,138.0,26445,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26445
9/25/2022,81,132.7142857,26526,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26526
9/26/2022,148,133.0,26674,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26674
9/27/2022,115,123.7142857,26789,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26789
9/28/2022,91,115.0,26880,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,26880
9/29/2022,124,111.1428571,27004,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27004
9/30/2022,119,108.5714286,27123,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27123
10/1/2022,81,108.4285714,27204,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27204
10/2/2022,62,105.7142857,27266,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27266
10/3/2022,102,99.14285714,27368,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27368
10/4/2022,82,94.42857143,27450,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27450
10/5/2022,91,94.42857143,27541,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27541
10/6/2022,112,92.71428571,27653,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27653
10/7/2022,86,88.0,27739,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27739
10/8/2022,51,83.71428571,27790,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27790
10/9/2022,64,84.0,27854,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27854
10/10/2022,90,82.28571429,27944,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,27944
10/11/2022,79,81.85714286,28023,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28023
10/12/2022,69,78.71428571,28092,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28092
10/13/2022,82,74.42857143,28174,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28174
10/14/2022,63,71.14285714,28237,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28237
10/15/2022,48,70.71428571,28285,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28285
10/16/2022,42,67.57142857,28327,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28327
10/17/2022,67,64.28571429,28394,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28394
10/18/2022,55,60.85714286,28449,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28449
10/19/2022,54,58.71428571,28503,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28503
10/20/2022,68,56.71428571,28571,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28571
10/21/2022,50,54.85714286,28621,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28621
10/22/2022,28,52.0,28649,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28649
10/23/2022,25,49.57142857,28674,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28674
10/24/2022,49,47.0,28723,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28723
10/25/2022,36,44.28571429,28759,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28759
10/26/2022,56,44.57142857,28815,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28815
10/27/2022,53,42.42857143,28868,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28868
10/28/2022,47,42.0,28915,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28915
10/29/2022,24,41.42857143,28939,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28939
10/30/2022,21,40.85714286,28960,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,28960
10/31/2022,47,40.57142857,29007,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29007
11/1/2022,38,40.85714286,29045,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29045
11/2/2022,40,38.57142857,29085,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29085
11/3/2022,37,36.28571429,29122,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29122
11/4/2022,30,33.85714286,29152,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29152
11/5/2022,29,34.57142857,29181,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29181
11/6/2022,23,34.85714286,29204,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29204
11/7/2022,39,33.71428571,29243,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29243
11/8/2022,30,32.57142857,29273,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29273
11/9/2022,35,31.85714286,29308,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29308
11/10/2022,24,30.0,29332,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29332
11/11/2022,26,29.42857143,29358,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29358
11/12/2022,10,26.71428571,29368,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29368
11/13/2022,13,25.28571429,29381,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29381
11/14/2022,38,25.14285714,29419,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29419
11/15/2022,19,23.57142857,29438,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29438
11/16/2022,24,22.0,29462,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29462
11/17/2022,11,20.14285714,29473,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29473
11/18/2022,27,20.28571429,29500,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29500
11/19/2022,11,20.42857143,29511,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29511
11/20/2022,8,19.71428571,29519,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29519
11/21/2022,14,16.28571429,29533,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29533
11/22/2022,12,15.28571429,29545,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29545
11/23/2022,16,14.14285714,29561,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29561
11/24/2022,5,13.28571429,29566,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29566
11/25/2022,2,9.714285714,29568,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29568
11/26/2022,7,9.142857143,29575,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29575
11/27/2022,3,8.428571429,29578,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29578
11/28/2022,9,7.714285714,29587,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29587
11/29/2022,8,7.142857143,29595,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29595
11/30/2022,17,7.285714286,29612,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29612
12/1/2022,18,9.142857143,29630,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29630
12/2/2022,8,10.0,29638,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29638
12/3/2022,2,9.285714286,29640,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29640
12/4/2022,3,9.285714286,29643,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29643
12/5/2022,11,9.571428571,29654,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29654
12/6/2022,0,8.428571429,29654,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29654
12/7/2022,0,6.0,29654,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,29654
